studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	IRI_label
MTBLS99	Apple number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS99	Replicate	Replicate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28038	
MTBLS99	Batch	Batch Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104504	
MTBLS99	Injection number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS100	control sample group	Control	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61299	
MTBLS102	host cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	obsolete_cell line
MTBLS103	HIAE	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS104	Neuropeptide Y and Y2 receptorblocker treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS105	Disease	disease	http://www.ebi.ac.uk/efo/EFO_0000408	disease
MTBLS105	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS106	Cell line	cell line	http://purl.obolibrary.org/obo/CLO_0000031	细胞系
MTBLS107	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS107	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS108	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS108	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS109	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS109	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS110	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS110	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS111	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS111	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS112	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS112	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS112	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS113	Euglena strain	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS113	Anoxia incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS113	Carbonate addition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS113	Culture days before anoxia incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS113	Colour	Color	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37927	
MTBLS113	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	temperature
MTBLS114	Caloric restriction	Percentage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25613	
MTBLS115	tRNA mistranslation	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	
MTBLS115	cell growth phase	growth phase culture	http://purl.obolibrary.org/obo/BTO_0001900	growth phase culture
MTBLS116	Experiment 	Experiment	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42790	
MTBLS116	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS116	Variability Level	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	
MTBLS117	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS117	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS117	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS118	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS118	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS118	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS119	Growth Year	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS119	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS120	Mutation	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS123	Survival	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS123	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS123	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS124	Injection number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS124	Spectrum type	spectrum type	http://purl.obolibrary.org/obo/MS_1000559	spectrum type
MTBLS124	RMSD	Standard Deviation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53322	
MTBLS124	Analysis date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS124	Plate effect	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS124	Age	Age	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25150	
MTBLS124	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS125	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS125	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS126	Base	base	http://purl.bioontology.org/ontology/HL7/C1550601	
MTBLS126	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS127	Cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	obsolete_cell line
MTBLS127	Resveratrol concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS128	strain	strain	http://www.ebi.ac.uk/efo/EFO_0005135	strain
MTBLS128	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS129	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS129	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS131	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS131	Truss number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS132	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS132	Truss number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS135	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS135	Age	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS135	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS135	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS136	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS136	AgeAtBloodDraw	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS136	CurrentPMH	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS136	Secondary identifier	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364	
MTBLS137	Variety	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	cultivar
MTBLS137	Country	Country	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25464	
MTBLS140	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS140	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS140	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS142	Compound origin	organism	http://purl.obolibrary.org/obo/OBI_0100026	organism
MTBLS142	Compound origin part	organism part	http://www.ebi.ac.uk/efo/EFO_0000635	organism part
MTBLS143	TreatPhase1	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS143	TreatPhase2	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS143	ExposureDurationPhase1	duration	http://www.ebi.ac.uk/efo/EFO_0000433	duration
MTBLS143	ExposureDurationPhase2	duration	http://www.ebi.ac.uk/efo/EFO_0000433	duration
MTBLS143	TestItemPhase1	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS143	TestItemPhase2	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS144	control	control	http://www.ebi.ac.uk/efo/EFO_0001461	control
MTBLS144	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS145	Exercise protocol	Exercise	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16567	
MTBLS145	Time	time	http://www.ebi.ac.uk/efo/EFO_0000721	time
MTBLS146	Batch number	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS146	Pregnancy duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS146	Weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	body weight
MTBLS146	Height	body height	http://www.ebi.ac.uk/efo/EFO_0004339	body height
MTBLS146	Current chronological age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS148	Experiment	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS148	Preservative	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS148	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS148	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	temperature
MTBLS148	Polarity	scan polarity	http://purl.obolibrary.org/obo/MS_1000465	scan polarity
MTBLS148	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS149	cholestasis	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS149	treatment with HLJDD	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS150	Cell Type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324	cell type
MTBLS150	Peturbation	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS150	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS151	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS151	brown planthopper treatment	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS151	time course	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS151	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS152	Cell Type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324	cell type
MTBLS152	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS154	control	control	http://www.ebi.ac.uk/efo/EFO_0001461	control
MTBLS154	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS154	inorganic phosphate	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS155	control	control	http://www.ebi.ac.uk/efo/EFO_0001461	control
MTBLS155	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS156	drug treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS156	cell type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324	cell type
MTBLS156	incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS157	control	control	http://www.ebi.ac.uk/efo/EFO_0001461	control
MTBLS157	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS157	carbon source	substrate	http://www.bioassayontology.org/bao#BAO_0003063	substrate
MTBLS158	Group	Group	http://purl.bioontology.org/ontology/STY/T096	
MTBLS158	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS158	Time Point	Procedure End Reference Time Point	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117542	
MTBLS158	Animal ID	Identification	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25737	
MTBLS158	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS160	Genotype	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513	
MTBLS160	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683	
MTBLS161	Chronic Fatigue Syndrome	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS162	Disease State	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS162	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	body mass index
MTBLS162	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS162	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS163	Endocannabinoid class	endocannabinoid	http://purl.obolibrary.org/obo/CHEBI_67197	endocannabinoid
MTBLS163	Plasma fraction	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS163	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS164	Exercise	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS164	Diabetes	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS164	Day	Day	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25301	
MTBLS165	Panda mother	Mother	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25189	
MTBLS165	Mother age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS165	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS168	OD600	optical density measurement	http://purl.obolibrary.org/obo/CHMO_0002039	optical density measurement
MTBLS168	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS169	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS170	MRSA_inhibition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS170	SA_inhibition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS171	Derivatisation reagent	Reagent	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C802	
MTBLS171	Derivatisation	protocol	http://purl.obolibrary.org/obo/OBI_0000272	protocol
MTBLS173	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS173	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS173	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS174	Metabolic syndrome	metabolic syndrome	http://www.ebi.ac.uk/efo/EFO_0000195	metabolic syndrome
MTBLS174	Steatosis 	fatty liver	http://www.ebi.ac.uk/efo/EFO_0003934	obsolete_fatty liver
MTBLS174	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS174	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	body mass index
MTBLS174	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS175	Experimental Group	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS175	MeJA treatment 	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS176	Colorectal Adenocarcinoma	Colorectal adenocarcinoma	http://purl.bioontology.org/ontology/MEDDRA/10052360	
MTBLS176	Mouse kidney	Mouse Kidney	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22730	
MTBLS176	Mouse pancreas	Mouse Pancreas	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24044	
MTBLS176	Human OSCC	squamous cell carcinoma	http://purl.bioontology.org/ontology/CSP/2000-3145	
MTBLS176	Microbial interaction	Microbial Interactions	http://purl.bioontology.org/ontology/MESH/D056265	
MTBLS177	compound	Cancer Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16212	
MTBLS177	dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS177	time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS178	Sasang Constitution	Sasang constitutional medicine type	http://www.ebi.ac.uk/efo/EFO_0007119	Sasang constitutional medicine type
MTBLS178	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS178	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS179	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS179	Age	age	http://purl.obolibrary.org/obo/PATO_0000011	age
MTBLS179	Serum glucose	Serum Glucose Measurement	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61027	
MTBLS179	Sedation	Sedation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21097	
MTBLS179	Collection method	Biospecimen Collection Method	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70700	
MTBLS182	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204	tracer
MTBLS183	Incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS183	Oligomycin	Qualitative Concept	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92722	
MTBLS183	Glutamine	Qualitative Concept	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92722	
MTBLS183	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204	tracer
MTBLS184	Incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS184	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204	tracer
MTBLS185	Glucocorticoids	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS187	Time collected	time	http://www.ebi.ac.uk/efo/EFO_0000721	time
MTBLS187	Sample Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS187	Technical Replicate Number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS188	matrix	matrix	http://purl.obolibrary.org/obo/CHMO_0002743	matrix
MTBLS188	spike-in concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS189	area	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS189	drug intervention	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS191	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS193	Time	Phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	
MTBLS193	Origin	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	
MTBLS193	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS194	Sample Matrix	matrix	http://purl.obolibrary.org/obo/CHMO_0002743	matrix
MTBLS196	Time Collected	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS196	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS196	Virus	Virus	http://purl.obolibrary.org/obo/NCBITaxon_10239	Viruses
MTBLS197	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS198	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS198	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS198	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS200	CA Type	neoplasm	http://www.ebi.ac.uk/efo/EFO_0000616	neoplasm
MTBLS200	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS200	Outcome	Disease Outcome	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18226	
MTBLS200	Dis-free survival	disease free survival	http://www.ebi.ac.uk/efo/EFO_0000409	disease free survival
MTBLS200	Overall survival	overall survival	http://www.ebi.ac.uk/efo/EFO_0000638	overall survival
MTBLS200	Dis. Prog	Resistance Process	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41546	
MTBLS200	Staging	Staging	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15608	
MTBLS203	Collision energy	collision energy	http://purl.obolibrary.org/obo/MS_1000045	collision energy
MTBLS208	Nitrogen deprivation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS209	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS209	species	species design	http://www.ebi.ac.uk/efo/EFO_0001753	species design
MTBLS209	domestication	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS210	Infection	infection	http://www.ebi.ac.uk/efo/EFO_0000544	infection
MTBLS212	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS212	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS213	D-glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS213	Label	Isotope	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47933	
MTBLS214	Osmolarity	Osmotic Pressure	http://purl.bioontology.org/ontology/MESH/D009997	
MTBLS214	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS215	Ionisation	ionization type	http://purl.obolibrary.org/obo/MS_1000008	ionization type
MTBLS216	Experimental Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS217	Experimental Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS218	Time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	sampling time
MTBLS218	Visit	Patient Visit	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39564	
MTBLS219	AQP9	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506	gene knock out
MTBLS219	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS225	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS225	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS225	Dose	Unit of Dose Calculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66973	
MTBLS226	compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	
MTBLS226	dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS226	time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS227	Biol. Replicate	biological replicate	http://purl.obolibrary.org/obo/MS_1001809	biological replicate
MTBLS227	Tech. replicate	technical replicate	http://purl.obolibrary.org/obo/MS_1001808	technical replicate
MTBLS227	Tumour site	Tumor site	http://purl.bioontology.org/ontology/SNOMEDCT/371480007	
MTBLS227	Stage	disease stage	http://purl.obolibrary.org/obo/OBI_0000278	disease stage
MTBLS227	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS228	incubation time	duration	http://www.ebi.ac.uk/efo/EFO_0000433	duration
MTBLS229	incubation time	duration	http://www.ebi.ac.uk/efo/EFO_0000433	duration
MTBLS230	Cell Culture Media	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
MTBLS233	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS233	Dose	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS233	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS233	Scan range	scan	http://purl.obolibrary.org/obo/MS_1000441	scan
MTBLS234	spike-in concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS234	replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS237	Diagnosis	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS237	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS237	age at diagnosis	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS237	Years with disease 	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS237	Family disposition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Smoker	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Steroid response	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Steroid dependency	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	HB-score	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS237	Mayo-score	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS237	Extraintestinal manifestations	clinical manifestation	http://purl.obolibrary.org/obo/TRAK_0000092	
MTBLS237	Drug Treatment Asetylsalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Drug Treatment Local Asetylsalicylic acid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Drug Treatment Azathioprine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Drug Treatment 6-mercaptopurine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Drug Treatment Salazopurine	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Drug Treatment Systemic steroids	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS237	Drug Treatment Local steroids	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
