studyID	name	type	iri
MTBLS94	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS95	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS95	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS96	Infection	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147
MTBLS96	Sample Collection	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS96	Experimental Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS97	Smoking	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796
MTBLS97	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS97	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS97	Diastolic Blood Pressure	diastolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006336
MTBLS97	Systolic Blood Pressure	systolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006335
MTBLS97	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS98	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS98	infection stage	Phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257
MTBLS99	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS99	Apple number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS99	Replicate	Replicate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28038
MTBLS99	Batch	Batch Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104504
MTBLS99	Injection number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS100	control sample group	Control	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61299
MTBLS101	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS102	host cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322
MTBLS103	HIAE	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS104	Neuropeptide Y and Y2 receptorblocker treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS105	Disease	disease	http://www.ebi.ac.uk/efo/EFO_0000408
MTBLS105	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS106	Cell line	cell line	http://purl.obolibrary.org/obo/CLO_0000031
MTBLS107	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS107	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS108	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS108	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS109	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS109	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS110	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS110	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS111	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS111	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS112	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS112	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS112	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS113	Euglena strain	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS113	Anoxia incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS113	Carbonate addition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS113	Culture days before anoxia incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS113	Colour	Color	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37927
MTBLS113	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702
MTBLS114	Caloric restriction	Percentage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25613
MTBLS115	tRNA mistranslation	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147
MTBLS115	cell growth phase	growth phase culture	http://purl.obolibrary.org/obo/BTO_0001900
MTBLS116	Experiment 	Experiment	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42790
MTBLS116	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS116	Variability Level	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341
MTBLS117	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS117	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS117	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS118	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS118	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS118	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS119	Growth Year	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS119	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS120	Mutation	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS120	Chemotype	Chemotype	
MTBLS121			
MTBLS122			
MTBLS123	Survival	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS123	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS123	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS124	Injection number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS124	Spectrum type	spectrum type	http://purl.obolibrary.org/obo/MS_1000559
MTBLS124	RMSD	Standard Deviation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53322
MTBLS124	Analysis date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS124	Plate effect	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS124	Age	Age	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25150
MTBLS124	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS125	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS125	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS126	Base	base	http://purl.bioontology.org/ontology/HL7/C1550601
MTBLS126	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS127	Cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322
MTBLS127	Resveratrol concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS128	strain	strain	http://www.ebi.ac.uk/efo/EFO_0005135
MTBLS128	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS129	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS129	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS130			
MTBLS131	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS131	Truss number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS132	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS132	Truss number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS133			
MTBLS134			
MTBLS135	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS135	Age	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS135	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS135	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755
MTBLS136	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS136	AgeAtBloodDraw	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS136	CurrentPMH	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS136	Secondary identifier	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364
MTBLS137	Variety	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS137	Country	Country	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25464
MTBLS138	eg. gender		
MTBLS139			
MTBLS140	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS140	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS140	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS141	compound	compound	
MTBLS141	Time	time sampled measurement data set	http://purl.obolibrary.org/obo/IAO_0000584
MTBLS142	Compound origin	organism	http://purl.obolibrary.org/obo/OBI_0100026
MTBLS142	Compound origin part	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
MTBLS143	TreatPhase1	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS143	TreatPhase2	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS143	ExposureDurationPhase1	duration	http://www.ebi.ac.uk/efo/EFO_0000433
MTBLS143	ExposureDurationPhase2	duration	http://www.ebi.ac.uk/efo/EFO_0000433
MTBLS143	TestItemPhase1	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS143	TestItemPhase2	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS144	control	control	http://www.ebi.ac.uk/efo/EFO_0001461
MTBLS144	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS145	Exercise protocol	Exercise	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16567
MTBLS145	Time	time	http://www.ebi.ac.uk/efo/EFO_0000721
MTBLS146	Run order	Run order	
MTBLS146	Batch number	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS146	Pregnancy duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS146	Weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338
MTBLS146	Height	body height	http://www.ebi.ac.uk/efo/EFO_0004339
MTBLS146	Current chronological age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS147			
MTBLS148	Experiment	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS148	Preservative	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS148	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS148	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702
MTBLS148	Polarity	scan polarity	http://purl.obolibrary.org/obo/MS_1000465
MTBLS148	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS148	Injection order	Injection order	
MTBLS149	cholestasis	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS149	treatment with HLJDD	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS150	Cell Type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
MTBLS150	Peturbation	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS150	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS151	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS151	brown planthopper treatment	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS151	time course	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS151	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS152	Cell Type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
MTBLS152	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS153	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS153	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS153	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS154	control	control	http://www.ebi.ac.uk/efo/EFO_0001461
MTBLS154	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS154	inorganic phosphate	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS155	control	control	http://www.ebi.ac.uk/efo/EFO_0001461
MTBLS155	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS156	drug treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS156	cell type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
MTBLS156	incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS157	control	control	http://www.ebi.ac.uk/efo/EFO_0001461
MTBLS157	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS157	carbon source	substrate	http://www.bioassayontology.org/bao#BAO_0003063
MTBLS158	Group	Group	http://purl.bioontology.org/ontology/STY/T096
MTBLS158	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS158	Time Point	Procedure End Reference Time Point	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117542
MTBLS158	Animal ID	Identification	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25737
MTBLS158	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS159	eg. gender		
MTBLS160	Genotype	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513
MTBLS160	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683
MTBLS161	Chronic Fatigue Syndrome	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS162	Disease State	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS162	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS162	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS162	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS163	Endocannabinoid class	endocannabinoid	http://purl.obolibrary.org/obo/CHEBI_67197
MTBLS163	Plasma fraction	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS163	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS164	Exercise	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS164	Diabetes	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS164	Day	Day	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25301
MTBLS165	Panda mother	Mother	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25189
MTBLS165	Mother age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS165	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS166			
MTBLS167	Colour	Color	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37927
MTBLS167	Year	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS167	Classification	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS167	Accession ID	Accession Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25402
MTBLS168	OD600	optical density measurement	http://purl.obolibrary.org/obo/CHMO_0002039
MTBLS168	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS168	Deletion	Deletion	
MTBLS169	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS170	MRSA_inhibition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS170	SA_inhibition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS171	Derivatisation reagent	Reagent	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C802
MTBLS171	Derivatisation	protocol	http://purl.obolibrary.org/obo/OBI_0000272
MTBLS172			
MTBLS173	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS173	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS173	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755
MTBLS174	Metabolic syndrome	metabolic syndrome	http://www.ebi.ac.uk/efo/EFO_0000195
MTBLS174	Steatosis 	fatty liver	http://www.ebi.ac.uk/efo/EFO_0003934
MTBLS174	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS174	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS174	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS175	Experimental Group	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS175	MeJA treatment 	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS176	Colorectal Adenocarcinoma	Colorectal adenocarcinoma	http://purl.bioontology.org/ontology/MEDDRA/10052360
MTBLS176	Mouse kidney	Mouse Kidney	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22730
MTBLS176	Mouse pancreas	Mouse Pancreas	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24044
MTBLS176	Human OSCC	squamous cell carcinoma	http://purl.bioontology.org/ontology/CSP/2000-3145
MTBLS176	Microbial interaction	Microbial Interactions	http://purl.bioontology.org/ontology/MESH/D056265
MTBLS177	compound	Cancer Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16212
MTBLS177	dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS177	time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS178	Sasang Constitution	Sasang constitutional medicine type	http://www.ebi.ac.uk/efo/EFO_0007119
MTBLS178	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS178	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS179	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS179	Age	age	http://purl.obolibrary.org/obo/PATO_0000011
MTBLS179	Serum glucose	Serum Glucose Measurement	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61027
MTBLS179	Sedation	Sedation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21097
MTBLS179	Collection method	Biospecimen Collection Method	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70700
MTBLS180	eg. gender		
MTBLS181	eg. gender		
MTBLS182	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204
MTBLS183	Incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS183	Oligomycin	Qualitative Concept	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92722
MTBLS183	Glutamine	Qualitative Concept	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92722
MTBLS183	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204
MTBLS184	Incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS184	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204
MTBLS185	Glucocorticoids	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS186	eg. gender		
MTBLS187	Time collected	time	http://www.ebi.ac.uk/efo/EFO_0000721
MTBLS187	Sample Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS187	Technical Replicate Number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS188	matrix	matrix	http://purl.obolibrary.org/obo/CHMO_0002743
MTBLS188	spike-in concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS189	area	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS189	drug intervention	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS190	TCM	xue-sai-tong injection	
MTBLS190	 Cardioprotection	myocardial ischemia/reperfusion 	
MTBLS191	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS192			
MTBLS193	Time	Phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257
MTBLS193	Origin	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341
MTBLS193	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS194	Sample Matrix	matrix	http://purl.obolibrary.org/obo/CHMO_0002743
MTBLS195	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS195	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS196	Time Collected	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS196	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS196	Virus	Virus	http://purl.obolibrary.org/obo/NCBITaxon_10239
MTBLS197	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS198	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755
MTBLS198	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS198	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS199	Sample type	material sample	http://purl.obolibrary.org/obo/OBI_0000747
MTBLS200	CA Type	neoplasm	http://www.ebi.ac.uk/efo/EFO_0000616
MTBLS200	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS200	Outcome	Disease Outcome	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18226
MTBLS200	Dis-free survival	disease free survival	http://www.ebi.ac.uk/efo/EFO_0000409
MTBLS200	Overall survival	overall survival	http://www.ebi.ac.uk/efo/EFO_0000638
MTBLS200	Dis. Prog	Resistance Process	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41546
MTBLS200	Staging	Staging	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15608
MTBLS201	eg. gender		
MTBLS202			
MTBLS203	Collision energy	collision energy	http://purl.obolibrary.org/obo/MS_1000045
MTBLS204	eg. gender		
MTBLS205	eg. gender		
MTBLS206	eg. gender		
MTBLS207	eg. gender		
MTBLS208	Nitrogen deprivation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS209	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS209	species	species design	http://www.ebi.ac.uk/efo/EFO_0001753
MTBLS209	domestication	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS210	Infection	infection	http://www.ebi.ac.uk/efo/EFO_0000544
MTBLS211	Batch		
MTBLS211	Condition		
MTBLS211	Replicate		
MTBLS212	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS212	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS213	D-glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS213	Label	Isotope	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47933
MTBLS214	Osmolarity	Osmotic Pressure	http://purl.bioontology.org/ontology/MESH/D009997
MTBLS214	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS215	Ionisation	ionization type	http://purl.obolibrary.org/obo/MS_1000008
MTBLS216	Experimental Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS217	Experimental Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS218	Time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689
MTBLS218	Visit	Patient Visit	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39564
MTBLS219	AQP9	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506
MTBLS219	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS220	eg. gender		
MTBLS221	eg. gender		
MTBLS222	encephalopathy	Encephalopathy	http://www.owl-ontologies.com/Ontology1358660052.owl#Encephalopathy
MTBLS222	phase	phase	http://purl.obolibrary.org/obo/PATO_0000083
MTBLS223	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457
MTBLS224	Region	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS224	Extract	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS225	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS225	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS225	Dose	Unit of Dose Calculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66973
MTBLS226	compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366
MTBLS226	dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS226	time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS227	Biol. Replicate	biological replicate	http://purl.obolibrary.org/obo/MS_1001809
MTBLS227	Tech. replicate	technical replicate	http://purl.obolibrary.org/obo/MS_1001808
MTBLS227	Tumour site	Tumor site	http://purl.bioontology.org/ontology/SNOMEDCT/371480007
MTBLS227	Stage	disease stage	http://purl.obolibrary.org/obo/OBI_0000278
MTBLS227	CDX1/Villin	CDX1/Villin	
MTBLS227	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS228	incubation time	duration	http://www.ebi.ac.uk/efo/EFO_0000433
MTBLS229	incubation time	duration	http://www.ebi.ac.uk/efo/EFO_0000433
MTBLS230	Cell Culture Media	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504
MTBLS231	Age at PSA	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS231	Prostate Cancer Diagnosed	cancer	http://www.ebi.ac.uk/efo/EFO_0000311
MTBLS231	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340
MTBLS231	PSA Level	Prostate Specific Antigen Measurement	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17634
