ACC,StudySize,Status,Releasedate,SubmissionDate,UserName,Technique,AccShort,StudyID,UpdateDate,nmr_size,ms_size,Empty?,150
MTBLS174,3682304,Public,07/12/2015,15/06/2015,Ewa Gralka,NMR,174,11534336,19/12/2016,3682304,0,"201,512.00",201506
MTBLS175,3134201856,Public,03/03/2015,03/03/2015,Fidele Tugizimana,GC-Q-MS;UPLC-QTOF-MS,175,11599872,21/12/2016,0,3134201856,"201,503.00",201503
MTBLS176,1.04E+11,Public,27/07/2016,06/03/2015,Janina Oetjen,3D MALDI imaging MS;3D DESI imaging MS,176,11632640,17/11/2016,0,1.04E+11,"201,607.00",201503
MTBLS177,65507328,Public,01/08/2015,10/03/2015,Vijesh Bhute,NMR,177,11698176,10/01/2017,65507328,0,"201,508.00",201503
MTBLS178,2104442880,Public,11/03/2015,11/03/2015,Cho Kyoungwon,UPLC-QTOF-MS/MS,178,11730944,10/01/2017,0,2104442880,"201,503.00",201503
MTBLS179,3796643840,In Review,30/11/2018,13/07/2018,John Tregoning,,179,180,28/11/2018,0,3796643840,"201,811.00",201807
MTBLS180,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,180,181,13/07/2018,0,450560,"201,907.00",201807
MTBLS181,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,181,183,13/07/2018,0,450560,"201,907.00",201807
MTBLS182,58519552,Public,02/05/2018,11/03/2015,Silvia Marin,GC-Q-MS,182,11763712,02/05/2018,0,58519552,"201,805.00",201503
MTBLS183,366149632,In Review,26/11/2016,11/03/2015,Silvia Marin,GC-Q-MS,183,11796480,27/11/2015,0,366149632,"201,611.00",201503
MTBLS184,131956736,In Review,26/11/2016,11/03/2015,Silvia Marin,GC-Q-MS,184,11829248,27/11/2015,0,131956736,"201,611.00",201503
MTBLS185,3471704064,Public,12/01/2017,18/03/2015,Nathalie De Clercq,UPLC-LTQ-MS,185,11894784,12/01/2017,0,3471704064,"201,701.00",201503
MTBLS186,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,186,186,13/07/2018,0,450560,"201,907.00",201807
MTBLS187,8843223040,Public,09/07/2015,20/03/2015,Tom Metz,GC-Q-MS,187,11960320,12/01/2017,0,8843223040,"201,507.00",201503
MTBLS188,828243968,Public,10/05/2015,08/04/2015,Steffen Neumann,UPLC-QTOF-MS,188,11993088,13/01/2017,0,828243968,"201,505.00",201504
MTBLS189,110608384,Public,16/01/2017,29/03/2015,Zhenyu Li,NMR,189,12025856,16/01/2017,110608384,0,"201,701.00",201503
MTBLS190,258048,Submitted,28/03/2016,28/03/2015,Miaomiao Jiang,NMR,190,12058624,30/09/2015,258048,0,"201,603.00",201503
MTBLS191,451518464,Public,15/06/2015,08/04/2015,Jessica Danaher,GC-Q-MS,191,12124160,17/01/2017,0,451518464,"201,506.00",201504
MTBLS192,9641984,Dormant,15/04/2016,15/04/2015,Harmen Draisma,FIA-LTQ-MS/MS,192,12288000,30/09/2015,0,9641984,"201,604.00",201504
MTBLS193,1.33E+11,Public,03/10/2016,21/04/2015,Shivshankar Umashankar,UPLC-QTOF-MS,193,12320768,17/01/2017,0,1.33E+11,"201,610.00",201504
MTBLS194,1741090816,Public,01/07/2015,23/04/2015,Wei Han,HPLC-FT-ICR-MS,194,12353536,23/03/2017,0,1741090816,"201,507.00",201504
MTBLS195,12763136,Submitted,22/04/2016,23/04/2015,Sidney James,,195,12386304,21/12/2015,0,12763136,"201,604.00",201504
MTBLS196,9156190208,Public,11/05/2016,24/04/2015,Tom Metz,GC-Q-MS;UPLC-LTQ-MS/MS,196,12419072,11/05/2016,0,9156190208,"201,605.00",201504
MTBLS197,4960063488,Public,02/11/2015,01/05/2015,Robert Jansen,HPLC-LTQ-MS,197,12484608,24/01/2017,0,4960063488,"201,511.00",201505
MTBLS198,20249890816,Public,19/01/2017,11/05/2015,Maria Ulaszewska,HPLC-LTQ-MS/MS,198,12582912,19/01/2017,0,20249890816,"201,701.00",201505
MTBLS199,1019904,Submitted,02/05/2017,15/05/2015,Albert Koulman,DI-LTQ-MS/MS,199,12615680,25/05/2018,0,1019904,"201,705.00",201505
MTBLS200,518045696,Public,19/01/2017,21/05/2015,Farshad Farshidfar,NMR;GC-TOF-MS,200,12648448,19/01/2017,18000,518027696,"201,701.00",201505
MTBLS201,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,201,202,13/07/2018,0,450560,"201,907.00",201807
MTBLS202,184320,Dormant,08/07/2015,22/05/2015,katherine hollywood,GC-TOF-MS,202,12877824,20/01/2017,0,184320,"201,507.00",201505
MTBLS203,1399402496,Public,15/06/2015,01/06/2015,Dapeng Li,UPLC-QTOF-MS/MS,203,12910592,20/01/2017,0,1399402496,"201,506.00",201506
MTBLS204,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,204,204,13/07/2018,0,450560,"201,907.00",201807
MTBLS205,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,205,205,13/07/2018,0,450560,"201,907.00",201807
MTBLS206,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,206,206,13/07/2018,0,450560,"201,907.00",201807
MTBLS207,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,207,207,13/07/2018,0,450560,"201,907.00",201807
MTBLS208,1140129792,Public,29/06/2015,02/06/2015,Jeong-Jin Park,GC-TOF-MS,208,13139968,23/01/2017,0,1140129792,"201,506.00",201506
MTBLS209,58582274048,Public,23/01/2017,20/06/2015,Luca Narduzzi,UPLC-QTOF-MS;UPLC-TQ-MS,209,13336576,23/01/2017,0,58582274048,"201,701.00",201506
MTBLS210,15694090240,Public,11/03/2016,26/06/2015,Ulf Sommer,DI-FT-ICR-MS/MS,210,13369344,24/01/2017,0,15694090240,"201,603.00",201506
MTBLS211,40960,Dormant,01/08/2016,08/07/2015,Ben Bowen,Smash into a million pieces!!!,211,13402112,30/09/2015,0,40960,"201,608.00",201507
MTBLS212,1.08E+11,Public,19/08/2015,22/07/2015,Margaret Whitener,SPME-GCxGC-TOF-MS,212,13533184,24/01/2017,0,1.08E+11,"201,508.00",201507
MTBLS213,403144704,Public,15/09/2015,27/07/2015,Sara Samino,UPLC-MS,213,13565952,24/01/2017,0,403144704,"201,509.00",201507
MTBLS214,1174433792,Public,31/08/2015,31/07/2015,Liyan Chen,UFLC-QTOF-MS/MS,214,13598720,24/01/2017,0,1174433792,"201,508.00",201507
MTBLS215,2707054592,Public,27/12/2015,31/07/2015,Takeshi Furuhashi,GC-TOF-MS,215,13631488,24/01/2017,0,2707054592,"201,512.00",201507
MTBLS216,745861120,Public,25/01/2017,10/08/2015,liu jinwen,LC-QTOF-MS,216,13729792,25/01/2017,0,745861120,"201,701.00",201508
MTBLS217,2635202560,Public,27/01/2017,10/08/2015,liu jinwen,HPLC-QTOF-MS,217,13697024,27/01/2017,0,2635202560,"201,701.00",201508
MTBLS218,5382791168,Public,15/09/2015,11/08/2015,Sophie Narath,UPLC-LTQ-MS,218,13795328,27/01/2017,0,5382791168,"201,509.00",201508
MTBLS219,4954202112,Public,28/09/2015,12/08/2015,Michael Rutzler,GC-TOF-MS,219,13828096,27/01/2017,0,4954202112,"201,509.00",201508
MTBLS220,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,220,220,13/07/2018,0,450560,"201,907.00",201807
MTBLS221,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,221,222,13/07/2018,0,450560,"201,907.00",201807
MTBLS222,995328,Submitted,29/03/2017,24/08/2015,Yoshinori Ito,CE-TOF-MS,222,13926400,30/01/2017,0,995328,"201,703.00",201508
MTBLS223,495673344,Submitted,03/11/2017,24/08/2015,Pooja Jain,FIA-LTQ-MS/MS;LC-LTQ-MS/MS,223,13959168,14/12/2016,0,495673344,"201,711.00",201508
MTBLS224,2396160,Submitted,31/01/2017,27/08/2015,Navneet Kaur,DI-LTQ-MS,224,13991936,20/09/2018,0,2396160,"201,701.00",201508
MTBLS225,4755873792,Public,02/02/2017,03/09/2015,Rance Nault,UPLC-TQ-MS;HPLC-TQ-MS/MS,225,14024704,02/02/2017,0,4755873792,"201,702.00",201509
MTBLS226,104955904,Public,19/10/2015,09/09/2015,Suganthagunthalam Dhakshinamoorthy,GCxGC-TOF-MS,226,14090240,23/03/2017,0,104955904,"201,510.00",201509
MTBLS227,5093584896,Public,03/02/2017,15/09/2015,Stephanie Holst,HPLC-IT-MS;MALDI-TOF/TOF-MS/MS,227,14712832,03/02/2017,0,5093584896,"201,702.00",201509
MTBLS228,505864192,Public,19/10/2015,16/09/2015,Patrick Kiefer,HPLC-LTQ-MS,228,14745600,03/02/2017,0,505864192,"201,510.00",201509
MTBLS229,1084612608,Public,19/10/2015,16/09/2015,Patrick Kiefer,HPLC-LTQ-MS,229,14778368,03/02/2017,0,1084612608,"201,510.00",201509
MTBLS230,44273664,In Review,22/10/2017,17/09/2015,Pooja Jain,NMR,230,14811136,03/02/2017,44273664,0,"201,710.00",201509
MTBLS231,193892352,Dormant,23/11/2017,17/09/2015,Pooja Jain,FIA-LTQ-MS/MS;HPLC-LTQ-MS/MS,231,14843904,27/10/2016,0,193892352,"201,711.00",201509
MTBLS232,47890432,Dormant,23/10/2017,18/09/2015,Pooja Jain,UPLC-TQ-MS,232,14909440,27/10/2016,0,47890432,"201,710.00",201509
MTBLS233,53634244608,Public,09/06/2016,22/09/2015,Marc Rurik,HPLC-LTQ-MS,233,14942208,06/02/2017,0,53634244608,"201,606.00",201509
MTBLS234,2192494592,Public,16/12/2015,23/09/2015,Erhan Kenar,LC-QTOF-MS,234,21,16/12/2015,0,2192494592,"201,512.00",201509
MTBLS235,9317208064,Public,16/12/2015,25/09/2015,Erhan Kenar,LC-MS simulation,235,23,16/12/2015,0,9317208064,"201,512.00",201509
MTBLS236,6388928512,Submitted,13/03/2018,30/09/2015,Karen Atkins,NMR,236,26,13/03/2017,6388928512,0,"201,803.00",201509
MTBLS237,48517120,Public,07/02/2017,30/09/2015,Karen Atkins,NMR,237,27,07/02/2017,48517120,0,"201,702.00",201509
MTBLS238,42463232,Submitted,07/10/2016,30/09/2015,Karen Atkins,NMR,238,28,25/05/2018,42463232,0,"201,610.00",201509
MTBLS239,277434368,Submitted,10/03/2018,30/09/2015,Karen Atkins,NMR,239,29,10/03/2017,277434368,0,"201,803.00",201509
MTBLS240,63741952,Public,09/02/2017,01/10/2015,Karen Atkins,NMR,240,30,09/02/2017,63741952,0,"201,702.00",201510
MTBLS241,720916480,Public,02/05/2018,01/10/2015,Karen Atkins,NMR,241,31,02/05/2018,720916480,0,"201,805.00",201510
MTBLS242,1745178624,Public,10/02/2017,02/10/2015,Leonardo Tenori,NMR,242,32,10/02/2017,1745178624,0,"201,702.00",201510
MTBLS243,49078272,Public,04/11/2015,02/10/2015,Michael van Vliet,HPLC-TQ-MS/MS,243,33,10/02/2017,0,49078272,"201,511.00",201510
MTBLS244,9392128,In Review,01/05/2018,01/10/2015,Silvia Marin,GC-Q-MS,244,34,26/09/2017,0,9392128,"201,805.00",201510
MTBLS245,60534157312,Submitted,01/03/2019,02/10/2015,Manuja Kaluarachchi,UPLC-QTOF-MS,245,35,17/03/2018,0,60534157312,"201,903.00",201510
MTBLS246,1.75E+11,Submitted,01/03/2019,02/10/2015,Manuja Kaluarachchi,UPLC-QTOF-MS,246,36,15/03/2018,0,1.75E+11,"201,903.00",201510
MTBLS247,408596480,Public,23/02/2017,03/10/2015,Maria Vinaixa,NMR,247,37,23/02/2017,408596480,0,"201,702.00",201510
MTBLS248,17327206400,Submitted,07/10/2016,07/10/2015,Manuja Kaluarachchi,UPLC-QTOF-MS,248,39,25/05/2018,0,17327206400,"201,610.00",201510
MTBLS249,207568896,Public,10/03/2017,07/10/2015,Karen Atkins,NMR,249,40,10/03/2017,207568896,0,"201,703.00",201510
MTBLS250,8140091392,Submitted,15/06/2016,07/10/2015,Manuja Kaluarachchi,UPLC-QTOF-MS,250,41,25/05/2018,0,8140091392,"201,606.00",201510
MTBLS251,2928640,Dormant,15/12/2015,07/10/2015,Philippe Rocca-Serra,FIA-MS,251,43,07/10/2015,0,2928640,"201,512.00",201510
MTBLS252,9170944,Dormant,25/12/2015,07/10/2015,Philippe Rocca-Serra,MS,252,44,07/10/2015,0,9170944,"201,512.00",201510
MTBLS253,335155200,Public,06/06/2016,08/10/2015,Michael van Vliet,HPLC-TQ-MS,253,47,13/03/2017,0,335155200,"201,606.00",201510
MTBLS254,1802240,Dormant,05/10/2016,08/10/2015,Philippe Rocca-Serra,FIA-MS,254,48,08/10/2015,0,1802240,"201,610.00",201510
MTBLS255,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,255,255,13/07/2018,0,450560,"201,907.00",201807
MTBLS256,3317760,Public,14/03/2017,09/10/2015,Jules Griffin,NMR,256,52,07/11/2017,3317760,0,"201,703.00",201510
MTBLS257,2220032,Dormant,01/08/2016,09/10/2015,Jules Griffin,UPLC-TQ-MS/MS,257,53,14/03/2017,0,2220032,"201,608.00",201510
MTBLS258,86814720,Dormant,15/11/2015,19/10/2015,Philippe Rocca-Serra,FIA-MS,258,66,19/10/2015,0,86814720,"201,511.00",201510
MTBLS259,1194651648,Public,03/04/2017,20/10/2015,Alex Gavin,DI-FT-ICR-MS,259,67,08/05/2017,0,1194651648,"201,704.00",201510
MTBLS260,903352320,Public,08/05/2017,20/10/2015,Alex Gavin,DI-FT-ICR-MS,260,69,08/05/2017,0,903352320,"201,705.00",201510
MTBLS261,61997056,Public,11/10/2018,21/10/2015,Jules Griffin,NMR,261,71,11/10/2018,61997056,0,"201,810.00",201510
MTBLS262,1626112,Dormant,01/10/2018,23/10/2015,Philippe Rocca-Serra,FIA-MS,262,72,23/10/2015,0,1626112,"201,810.00",201510
MTBLS263,453066752,Public,10/03/2016,26/10/2015,Romanas Chaleckis,HPLC-LTQ-MS,263,73,20/03/2017,0,453066752,"201,603.00",201510
MTBLS264,3631095808,Public,10/03/2016,26/10/2015,Romanas Chaleckis,HPLC-LTQ-MS,264,75,20/03/2017,0,3631095808,"201,603.00",201510
MTBLS265,2629541888,Public,10/03/2016,26/10/2015,Romanas Chaleckis,HPLC-LTQ-MS,265,76,20/03/2017,0,2629541888,"201,603.00",201510
MTBLS266,2538463232,Public,10/03/2016,26/10/2015,Romanas Chaleckis,HPLC-LTQ-MS,266,77,20/03/2017,0,2538463232,"201,603.00",201510
MTBLS267,2693718016,Public,10/03/2016,26/10/2015,Romanas Chaleckis,HPLC-LTQ-MS,267,78,20/03/2017,0,2693718016,"201,603.00",201510
MTBLS268,2796933120,Submitted,31/12/2016,26/10/2015,Romanas Chaleckis,HPLC-LTQ-MS,268,79,21/01/2019,0,2796933120,"201,612.00",201510
MTBLS269,2515214336,In Review,31/12/2016,26/10/2015,Romanas Chaleckis,HPLC-LTQ-MS,269,80,21/03/2017,0,2515214336,"201,612.00",201510
MTBLS270,963457024,Public,04/01/2016,29/10/2015,Carlo Annaratone,HPLC-QTOF-MS,270,83,21/03/2017,0,963457024,"201,601.00",201510
MTBLS271,884736,Submitted,15/12/2015,04/11/2015,Nina Weishaupt,3D MALDI imaging MS,271,105,28/04/2017,0,884736,"201,512.00",201511
MTBLS272,22966067200,Public,03/05/2017,06/11/2015,Fidele Tugizimana,UPLC-QTOF-MS/MS,272,107,03/05/2017,0,22966067200,"201,705.00",201511
MTBLS273,38913789952,Public,28/04/2016,06/11/2015,James S McKenzie,3D DESI imaging MS,273,108,28/04/2016,0,38913789952,"201,604.00",201511
MTBLS274,2150793216,Public,04/05/2017,12/11/2015,Thao Nguyen,UPLC-QTOF-MS,274,125,04/05/2017,0,2150793216,"201,705.00",201511
MTBLS275,2060288,Public,05/05/2017,12/11/2015,Yan Zhang,NMR,275,126,05/05/2017,2060288,0,"201,705.00",201511
MTBLS276,703987712,Public,16/11/2015,13/11/2015,Ana Sofia Henriques da Costa,UPLC-LTQ-MS/MS,276,127,05/05/2017,0,703987712,"201,511.00",201511
MTBLS277,80996605952,Public,05/12/2016,13/11/2015,Marc Rurik,HPLC-LTQ-MS,277,128,05/05/2017,0,80996605952,"201,612.00",201511
MTBLS278,1540096,Public,13/05/2016,16/11/2015,Zsuzsanna Ament,UPLC-TQ-MS/MS,278,129,08/05/2017,0,1540096,"201,605.00",201511
MTBLS279,48365240320,Public,06/06/2016,17/11/2015,Michael van Vliet,UPLC-QTOF-MS,279,130,13/03/2017,0,48365240320,"201,606.00",201511
MTBLS280,78307328,Public,06/06/2016,17/11/2015,Michael van Vliet,UPLC-QTOF-MS,280,131,13/03/2017,0,78307328,"201,606.00",201511
MTBLS281,3621994496,Public,01/02/2016,17/11/2015,Cara Fiore,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS,281,133,08/05/2017,0,3621994496,"201,602.00",201511
MTBLS282,56923435008,Public,28/04/2016,20/11/2015,James S McKenzie,3D DESI imaging MS,282,135,28/04/2016,0,56923435008,"201,604.00",201511
MTBLS283,636444672,Public,15/12/2016,24/11/2015,RAFAEL HERNANDEZ,GC-Q-MS;UPLC-TQ-MS/MS,283,142,09/05/2017,0,636444672,"201,612.00",201511
MTBLS284,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,284,284,13/07/2018,0,450560,"201,907.00",201807
MTBLS285,274432,Submitted,26/11/2016,26/11/2015,Horst Joachim Schirra,NMR,285,147,10/05/2017,274432,0,"201,611.00",201511
MTBLS286,4296069120,Public,03/05/2016,29/11/2015,Chaoyang Hu,UPLC-QTOF-MS,286,161,09/05/2017,0,4296069120,"201,605.00",201511
MTBLS287,2310242304,Public,03/05/2016,30/11/2015,Chaoyang Hu,UPLC-QTOF-MS,287,162,09/05/2017,0,2310242304,"201,605.00",201511
MTBLS288,5188026368,Public,03/05/2016,30/11/2015,Chaoyang Hu,GC-Q-MS,288,163,09/05/2017,0,5188026368,"201,605.00",201511
MTBLS289,3.04E+11,Public,28/04/2016,03/12/2015,James S McKenzie,3D DESI imaging MS,289,168,29/04/2016,0,3.04E+11,"201,604.00",201512
MTBLS290,85491712,Public,11/05/2017,11/12/2015,Radana Karlikova,HPLC-LTQ-MS/MS,290,176,11/05/2017,0,85491712,"201,705.00",201512
MTBLS291,483254272,Public,09/03/2017,11/12/2015,"Christoph Ruttkies, Steffen Neumann, Michael Witting",UPLC-TOF-MS,291,177,16/05/2017,0,483254272,"201,703.00",201512
MTBLS292,1520615424,Public,05/04/2017,11/12/2015,Saikumari Krishnaiah,UPLC-TQ-MS,292,179,23/07/2018,0,1520615424,"201,704.00",201512
MTBLS293,6101069824,Public,14/01/2016,21/12/2015,Krista Longnecker,LC-FT-ICR-MS;LC-LTQ-FT-MS/MS;LC-TQ-MS,293,182,17/05/2017,0,6101069824,"201,601.00",201512
MTBLS294,61440,Dormant,01/03/2016,23/12/2015,Yang Wang,No data supplied,294,184,29/12/2015,0,61440,"201,603.00",201512
MTBLS295,20345856000,Public,01/02/2016,31/12/2015,Cara Fiore,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS,295,201,16/06/2017,0,20345856000,"201,602.00",201512
MTBLS296,2.23E+11,Public,13/10/2016,05/01/2016,Yanqun Fan,UPLC-QTOF-MS/MS,296,221,16/06/2017,0,2.23E+11,"201,610.00",201601
MTBLS297,6447505408,Public,25/04/2017,08/01/2016,Steffen Neumann,UPLC-QTOF-MS,297,223,19/06/2017,0,6447505408,"201,704.00",201601
MTBLS298,16928768,Public,15/12/2016,09/01/2016,Matej Oresic,GCxGC-TOF-MS,298,224,19/06/2017,0,16928768,"201,612.00",201601
MTBLS299,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,No data supplied,299,299,13/07/2018,0,450560,"201,907.00",201807
MTBLS300,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,300,300,13/07/2018,0,450560,"201,907.00",201807
MTBLS301,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,301,301,13/07/2018,0,450560,"201,907.00",201807
MTBLS302,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,302,302,13/07/2018,0,450560,"201,907.00",201807
MTBLS303,14573568,Public,13/05/2016,20/01/2016,Zsuzsanna Ament,UPLC-TQ-MS/MS,303,253,23/06/2017,0,14573568,"201,605.00",201601
MTBLS304,12205703168,Public,22/10/2018,20/01/2016,Sajith Raghunandanan,UPLC-QTOF-MS,304,254,22/10/2018,0,12205703168,"201,810.00",201601
MTBLS305,66363392,Dormant,28/01/2016,21/01/2016,Jiyoung Kim,No data supplied,305,256,21/01/2016,0,66363392,"201,601.00",201601
MTBLS306,60242190336,Public,16/05/2017,24/01/2016,Ali Muhsen Ali,HPLC-LTQ-MS/MS,306,263,16/05/2017,0,60242190336,"201,705.00",201601
MTBLS307,19424768000,Public,23/05/2016,26/01/2016,Justin van Der Hooft,LC-LTQ-MS/MS,307,266,23/06/2017,0,19424768000,"201,605.00",201601
MTBLS308,339968,Dormant,26/01/2017,26/01/2016,Zsuzsanna Ament,UPLC-TQ-MS/MS,308,268,22/03/2016,0,339968,"201,701.00",201601
MTBLS309,10050158592,Public,31/03/2017,28/01/2016,Biswapriya Misra,HPLC-LTQ-MS/MS;GC-TQ-MS;GC-Q-MS,309,269,23/06/2017,0,10050158592,"201,703.00",201601
MTBLS310,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,310,310,13/07/2018,0,450560,"201,907.00",201807
MTBLS311,24197296128,Public,25/04/2017,29/01/2016,Biswapriya Misra,HPLC-LTQ-MS/MS;GC-TQ-MS,311,271,25/04/2017,0,24197296128,"201,704.00",201601
MTBLS312,60813312,Public,25/04/2017,29/01/2016,Biswapriya Misra,HPLC-LTQ-MS/MS;GC-TQ-MS;UPLC-QTOF-MS,312,272,25/04/2017,0,60813312,"201,704.00",201601
MTBLS313,5720326144,Public,10/04/2017,01/02/2016,Andrew Palmer,3D MALDI imaging MS,313,273,06/07/2017,0,5720326144,"201,704.00",201602
MTBLS314,1757184,Submitted,01/02/2017,03/02/2016,Jules Griffin,GC-Q-MS,314,279,17/03/2017,0,1757184,"201,702.00",201602
MTBLS315,7756300288,Public,17/03/2016,05/02/2016,Saskia Decuypere,GC-TOF-MS;UPLC-LTQ-MS;LC-QTOF-MS,315,288,26/06/2017,0,7756300288,"201,603.00",201602
MTBLS316,924913664,Public,06/07/2017,09/02/2016,Takayuki Teruya,HPLC-LTQ-MS/MS,316,298,06/07/2017,0,924913664,"201,707.00",201602
MTBLS317,124932096,Public,05/12/2016,12/02/2016,Andrew Palmer,3D MALDI imaging MS simulation,317,315,06/07/2017,0,124932096,"201,612.00",201602
MTBLS318,450560,Submitted,13/07/2019,13/07/2018,Metabolon Submission,,318,318,13/07/2018,0,450560,"201,907.00",201807
MTBLS319,14415028224,Public,23/08/2016,18/02/2016,Drupad Trivedi,GC-TOF-MS,319,326,23/08/2016,0,14415028224,"201,608.00",201602
MTBLS320,12372045824,Public,23/08/2016,19/02/2016,Ali Sayqal,GC-TOF-MS,320,329,23/08/2016,0,12372045824,"201,608.00",201602
MTBLS321,516153344,Public,22/09/2016,24/02/2016,Sara Samino,GC-QTOF-MS,321,343,07/07/2017,0,516153344,"201,609.00",201602
MTBLS322,12212543488,Public,14/07/2017,25/02/2016,Martin FlÃ¼ck,UPLC-QTOF-MS/MS,322,345,14/07/2017,0,12212543488,"201,707.00",201602
MTBLS323,8962588672,In Review,01/03/2017,03/03/2016,Albert Koulman,DI-LTQ-MS/MS,323,354,17/07/2017,0,8962588672,"201,703.00",201603
MTBLS324,1342103552,Dormant,15/06/2016,09/03/2016,Philippe Rocca-Serra,A Very Good Question,324,361,09/03/2016,0,1342103552,"201,606.00",201603
MTBLS325,1695703040,Submitted,31/12/2016,13/03/2016,Romanas Chaleckis,HPLC-LTQ-MS,325,381,21/01/2019,0,1695703040,"201,612.00",201603
MTBLS326,27480064,Public,18/07/2017,16/03/2016,aru singh,NMR,326,388,18/07/2017,27480064,0,"201,707.00",201603
MTBLS327,362242048,Public,02/03/2017,16/03/2016,Jules Griffin,DI-LTQ-MS,327,390,02/03/2017,0,362242048,"201,703.00",201603
MTBLS328,772706304,Public,28/07/2017,21/03/2016,Christian Jaeger,GC-Q-MS,328,402,28/07/2017,0,772706304,"201,707.00",201603
MTBLS329,172032,Dormant,01/10/2016,22/03/2016,hu yuan,No data supplied,329,403,22/03/2016,0,172032,"201,610.00",201603
MTBLS330,1874190336,Public,05/03/2018,22/03/2016,NIR SHAHAF,UPLC-QTOF-MS,330,404,05/03/2018,0,1874190336,"201,803.00",201603
MTBLS331,8572928,Public,20/07/2017,22/03/2016,Farshad Farshidfar,NMR,331,405,20/07/2017,8572928,0,"201,707.00",201603
MTBLS332,103706624,Public,25/07/2017,23/03/2016,Collin Timm,GC-Q-MS,332,406,25/07/2017,0,103706624,"201,707.00",201603
MTBLS333,1059102720,Public,23/08/2016,28/03/2016,Elisabete Carvalho,UPLC-QTOF-MS,333,410,25/07/2017,0,1059102720,"201,608.00",201603
MTBLS334,16890134528,Public,25/07/2017,01/04/2016,Elaine Cowan,UPLC-LTQ-MS,334,414,25/07/2017,0,16890134528,"201,707.00",201604
MTBLS335,3430203392,Public,02/12/2016,08/04/2016,Dapeng Li,UPLC-QTOF-MS/MS,335,419,27/07/2017,0,3430203392,"201,612.00",201604
MTBLS336,5306396672,Public,23/06/2016,16/04/2016,Ulf Sommer,NMR;UPLC-LTQ-MS,336,446,28/07/2017,355000,5306041672,"201,606.00",201604
MTBLS337,87343104,Public,07/11/2016,18/04/2016,Vijesh Bhute,NMR,337,447,28/07/2017,87343104,0,"201,611.00",201604
MTBLS338,34506055680,Public,30/09/2016,21/04/2016,"Steffen Neumann, Susann Moenchgesang",UPLC-QTOF-MS;GC-Q-MS,338,454,28/07/2017,0,34506055680,"201,609.00",201604
MTBLS339,5459968,Submitted,23/05/2016,22/04/2016,Cody Champion,UPLC-LTQ-MS,339,456,14/12/2016,0,5459968,"201,605.00",201604
MTBLS340,16756736,Public,31/08/2016,27/04/2016,Jiajia Cui,NMR,340,467,31/07/2017,16756736,0,"201,608.00",201604
MTBLS341,10131152896,Public,15/07/2016,27/04/2016,Steffen Neumann,UPLC-QTOF-MS;GC-Q-MS,341,469,31/07/2017,0,10131152896,"201,607.00",201604
MTBLS342,8478720,Public,01/08/2017,06/05/2016,Emilia Sogin,NMR,342,483,01/08/2017,8478720,0,"201,708.00",201605
MTBLS343,21078016,Public,03/08/2017,06/05/2016,Francisco Tomas-Barberan,UPLC-QTOF-MS,343,486,03/08/2017,0,21078016,"201,708.00",201605
MTBLS344,421888,Submitted,01/05/2017,06/05/2016,Drupad Trivedi,GC-TOF-MS;UPLC-LTQ-MS,344,487,03/08/2017,0,421888,"201,705.00",201605
MTBLS345,3143962624,Public,05/10/2016,06/05/2016,Tom Metz,GC-Q-MS,345,488,16/08/2017,0,3143962624,"201,610.00",201605
MTBLS346,6516736,Public,18/08/2017,13/05/2016,Alessia Trimigno,NMR,346,507,18/08/2017,6516736,0,"201,708.00",201605
MTBLS347,36864,Submitted,31/08/2016,18/05/2016,Zhihua Li,NMR,347,522,18/05/2016,36864,0,"201,608.00",201605
MTBLS348,163672064,Dormant,31/05/2016,18/05/2016,Fatemeh Mousavi,No data supplied,348,524,18/05/2016,0,163672064,"201,605.00",201605
MTBLS349,10555392,Public,23/08/2017,27/05/2016,Vadim Yanshole,NMR,349,530,23/08/2017,10555392,0,"201,708.00",201605
MTBLS350,667566080,Public,18/11/2016,01/06/2016,Sun Tae Kim,GC-TOF-MS,350,532,23/08/2017,0,667566080,"201,611.00",201606
