studyID	name	type	iri	ontoName
MTBLS96	Experimental Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS97	Smoking	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796	NCIT
MTBLS97	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS97	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS97	Diastolic Blood Pressure	diastolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006336	EFO
MTBLS97	Systolic Blood Pressure	systolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006335	EFO
MTBLS97	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	EFO
MTBLS98	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS98	infection stage	Phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	NCIT
MTBLS99	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS99	Apple number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS99	Replicate	Replicate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28038	NCIT
MTBLS99	Batch	Batch Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104504	NCIT
MTBLS99	Injection number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS100	control sample group	Control	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61299	NCIT
MTBLS101	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS102	host cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	EFO
MTBLS103	HIAE	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS104	Neuropeptide Y and Y2 receptorblocker treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS105	Disease	disease	http://www.ebi.ac.uk/efo/EFO_0000408	EFO
MTBLS105	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	EFO
MTBLS106	Cell line	cell line	http://purl.obolibrary.org/obo/CLO_0000031	CLO
MTBLS107	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS107	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS108	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS108	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS109	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS109	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS110	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS110	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS111	Phytohormones	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS111	Carotenoids	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS112	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS112	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS112	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS113	Euglena strain	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS113	Anoxia incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS113	Carbonate addition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS113	Culture days before anoxia incubation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS113	Colour	Color	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37927	NCIT
MTBLS113	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	EFO
MTBLS114	Caloric restriction	Percentage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25613	NCIT
MTBLS115	tRNA mistranslation	Yes or No Response	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38147	NCIT
MTBLS115	cell growth phase	growth phase culture	http://purl.obolibrary.org/obo/BTO_0001900	BTO
MTBLS116	Experiment 	Experiment	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42790	NCIT
MTBLS116	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS116	Variability Level	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	NCIT
MTBLS117	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS117	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS117	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS118	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS118	Infection	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS118	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS119	Growth Year	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	NCIT
MTBLS119	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS120	Mutation	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS123	Survival	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS123	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS123	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS124	Injection number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS124	Spectrum type	spectrum type	http://purl.obolibrary.org/obo/MS_1000559	MS
MTBLS124	RMSD	Standard Deviation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53322	NCIT
MTBLS124	Analysis date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	NCIT
MTBLS124	Plate effect	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS124	Age	Age	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25150	NCIT
MTBLS124	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS125	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS125	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	NCIT
MTBLS126	Base	base	http://purl.bioontology.org/ontology/HL7/C1550601	
MTBLS126	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	NCIT
MTBLS127	Cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	EFO
MTBLS127	Resveratrol concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS128	strain	strain	http://www.ebi.ac.uk/efo/EFO_0005135	EFO
MTBLS128	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	EFO
MTBLS129	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS129	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS131	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS131	Truss number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS132	Development stage	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS132	Truss number	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS135	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS135	Age	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS135	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS135	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	EFO
MTBLS137	Variety	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	EFO
MTBLS137	Country	Country	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25464	NCIT
MTBLS140	Dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	EFO
MTBLS140	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS140	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS141	Time	time sampled measurement data set	http://purl.obolibrary.org/obo/IAO_0000584	IAO
MTBLS142	Compound origin	organism	http://purl.obolibrary.org/obo/OBI_0100026	OBI
MTBLS142	Compound origin part	organism part	http://www.ebi.ac.uk/efo/EFO_0000635	EFO
MTBLS143	TreatPhase1	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS143	TreatPhase2	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS143	ExposureDurationPhase1	duration	http://www.ebi.ac.uk/efo/EFO_0000433	EFO
MTBLS143	ExposureDurationPhase2	duration	http://www.ebi.ac.uk/efo/EFO_0000433	EFO
MTBLS143	TestItemPhase1	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS143	TestItemPhase2	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS144	control	control	http://www.ebi.ac.uk/efo/EFO_0001461	EFO
MTBLS144	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS146	Batch number	block	http://www.ebi.ac.uk/efo/EFO_0005067	EFO
MTBLS146	Pregnancy duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS146	Weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	EFO
MTBLS146	Height	body height	http://www.ebi.ac.uk/efo/EFO_0004339	EFO
MTBLS146	Current chronological age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS148	Experiment	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	EFO
MTBLS148	Preservative	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS148	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS148	Temperature	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	EFO
MTBLS148	Polarity	scan polarity	http://purl.obolibrary.org/obo/MS_1000465	MS
MTBLS148	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS149	cholestasis	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS149	treatment with HLJDD	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS150	Cell Type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324	EFO
MTBLS150	Peturbation	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS150	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS151	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS151	brown planthopper treatment	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS151	time course	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS151	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	EFO
MTBLS152	Cell Type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324	EFO
MTBLS152	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS153	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS153	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS153	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS154	control	control	http://www.ebi.ac.uk/efo/EFO_0001461	EFO
MTBLS154	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS154	inorganic phosphate	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS155	control	control	http://www.ebi.ac.uk/efo/EFO_0001461	EFO
MTBLS155	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS156	drug treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS156	cell type	cell type	http://www.ebi.ac.uk/efo/EFO_0000324	EFO
MTBLS156	incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS157	control	control	http://www.ebi.ac.uk/efo/EFO_0001461	EFO
MTBLS157	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS157	carbon source	substrate	http://www.bioassayontology.org/bao#BAO_0003063	BAO
MTBLS158	Group	Group	http://purl.bioontology.org/ontology/STY/T096	
MTBLS158	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS158	Time Point	Procedure End Reference Time Point	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C117542	NCIT
MTBLS158	Animal ID	Identification	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25737	NCIT
MTBLS158	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS160	Genotype	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513	
MTBLS160	Replicate	replicate	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000683	
MTBLS161	Chronic Fatigue Syndrome	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS163	Endocannabinoid class	endocannabinoid	http://purl.obolibrary.org/obo/CHEBI_67197	CHEBI
MTBLS163	Plasma fraction	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS163	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS164	Exercise	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS164	Diabetes	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS164	Day	Day	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25301	NCIT
MTBLS165	Panda mother	Mother	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25189	NCIT
MTBLS165	Mother age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS165	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS167	Colour	Color	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C37927	NCIT
MTBLS167	Year	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	NCIT
MTBLS167	Classification	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	EFO
MTBLS167	Accession ID	Accession Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25402	NCIT
MTBLS168	OD600	optical density measurement	http://purl.obolibrary.org/obo/CHMO_0002039	CHMO
MTBLS168	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	EFO
MTBLS169	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS170	MRSA_inhibition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS170	SA_inhibition	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	NCIT
MTBLS171	Derivatisation reagent	Reagent	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C802	NCIT
MTBLS171	Derivatisation	protocol	http://purl.obolibrary.org/obo/OBI_0000272	OBI
MTBLS173	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS173	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS173	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	EFO
MTBLS174	Metabolic syndrome	metabolic syndrome	http://www.ebi.ac.uk/efo/EFO_0000195	EFO
MTBLS174	Steatosis 	fatty liver	http://www.ebi.ac.uk/efo/EFO_0003934	EFO
MTBLS174	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS174	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	EFO
MTBLS174	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS175	Experimental Group	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS175	MeJA treatment 	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS176	Colorectal Adenocarcinoma	Colorectal adenocarcinoma	http://purl.bioontology.org/ontology/MEDDRA/10052360	
MTBLS176	Mouse kidney	Mouse Kidney	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22730	NCIT
MTBLS176	Mouse pancreas	Mouse Pancreas	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24044	NCIT
MTBLS176	Human OSCC	squamous cell carcinoma	http://purl.bioontology.org/ontology/CSP/2000-3145	
MTBLS176	Microbial interaction	Microbial Interactions	http://purl.bioontology.org/ontology/MESH/D056265	MESH
MTBLS177	compound	Cancer Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16212	NCIT
MTBLS177	dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	EFO
MTBLS177	time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS178	Sasang Constitution	Sasang constitutional medicine type	http://www.ebi.ac.uk/efo/EFO_0007119	EFO
MTBLS178	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS178	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS182	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204	CHEBI
MTBLS183	Incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS183	Oligomycin	Qualitative Concept	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92722	NCIT
MTBLS183	Glutamine	Qualitative Concept	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92722	NCIT
MTBLS183	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204	CHEBI
MTBLS184	Incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS184	Tracer	tracer	http://purl.obolibrary.org/obo/CHEBI_35204	CHEBI
MTBLS185	Glucocorticoids	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS187	Time collected	time	http://www.ebi.ac.uk/efo/EFO_0000721	EFO
MTBLS187	Sample Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS187	Technical Replicate Number	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	EFO
MTBLS188	matrix	matrix	http://purl.obolibrary.org/obo/CHMO_0002743	CHMO
MTBLS188	spike-in concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS189	area	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	GAZ
MTBLS189	drug intervention	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS191	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS193	Time	Phase	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25257	NCIT
MTBLS193	Origin	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	NCIT
MTBLS193	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	EFO
MTBLS194	Sample Matrix	matrix	http://purl.obolibrary.org/obo/CHMO_0002743	CHMO
MTBLS195	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS195	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	EFO
MTBLS196	Time Collected	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS196	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	NCIT
MTBLS196	Virus	Virus	http://purl.obolibrary.org/obo/NCBITaxon_10239	NCBITAXON
MTBLS197	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	EFO
MTBLS198	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	EFO
MTBLS198	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS198	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	EFO
MTBLS199	Sample type	material sample	http://purl.obolibrary.org/obo/OBI_0000747	OBI
MTBLS200	CA Type	neoplasm	http://www.ebi.ac.uk/efo/EFO_0000616	EFO
MTBLS200	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS200	Outcome	Disease Outcome	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18226	NCIT
MTBLS200	Dis-free survival	disease free survival	http://www.ebi.ac.uk/efo/EFO_0000409	EFO
MTBLS200	Overall survival	overall survival	http://www.ebi.ac.uk/efo/EFO_0000638	EFO
MTBLS200	Dis. Prog	Resistance Process	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41546	NCIT
MTBLS200	Staging	Staging	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15608	NCIT
MTBLS203	Collision energy	collision energy	http://purl.obolibrary.org/obo/MS_1000045	MS
MTBLS208	Nitrogen deprivation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS209	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	NCIT
MTBLS209	species	species design	http://www.ebi.ac.uk/efo/EFO_0001753	EFO
MTBLS209	domestication	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS210	Infection	infection	http://www.ebi.ac.uk/efo/EFO_0000544	EFO
MTBLS212	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS212	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS213	D-glucose	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	CHMO
MTBLS213	Label	Isotope	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47933	NCIT
MTBLS214	Osmolarity	Osmotic Pressure	http://purl.bioontology.org/ontology/MESH/D009997	MESH
MTBLS214	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS215	Ionisation	ionization type	http://purl.obolibrary.org/obo/MS_1000008	MS
MTBLS216	Experimental Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS217	Experimental Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS218	Time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	EFO
MTBLS218	Visit	Patient Visit	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39564	NCIT
MTBLS219	AQP9	gene knock out	http://www.ebi.ac.uk/efo/EFO_0000506	EFO
MTBLS219	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	NCIT
MTBLS222	encephalopathy	Encephalopathy	http://www.owl-ontologies.com/Ontology1358660052.owl#Encephalopathy	
MTBLS222	phase	phase	http://purl.obolibrary.org/obo/PATO_0000083	PATO
MTBLS223	Sample Type	sample	http://purl.obolibrary.org/obo/MS_1000457	MS
MTBLS224	Region	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	GAZ
MTBLS224	Extract	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS225	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	EFO
MTBLS225	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	EFO
MTBLS225	Dose	Unit of Dose Calculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66973	NCIT
MTBLS226	compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	NCIT
MTBLS226	dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	EFO
MTBLS226	time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	EFO
MTBLS227	Biol. Replicate	biological replicate	http://purl.obolibrary.org/obo/MS_1001809	MS
MTBLS227	Tech. replicate	technical replicate	http://purl.obolibrary.org/obo/MS_1001808	MS
MTBLS227	Tumour site	Tumor site	http://purl.bioontology.org/ontology/SNOMEDCT/371480007	SNOMEDCT
MTBLS227	Stage	disease stage	http://purl.obolibrary.org/obo/OBI_0000278	OBI
MTBLS227	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	NCIT
MTBLS228	incubation time	duration	http://www.ebi.ac.uk/efo/EFO_0000433	EFO
MTBLS229	incubation time	duration	http://www.ebi.ac.uk/efo/EFO_0000433	EFO
MTBLS230	Cell Culture Media	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	NCIT
MTBLS231	Age at PSA	age	http://www.ebi.ac.uk/efo/EFO_0000246	EFO
MTBLS231	Prostate Cancer Diagnosed	cancer	http://www.ebi.ac.uk/efo/EFO_0000311	EFO
MTBLS231	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	EFO
MTBLS231	PSA Level	Prostate Specific Antigen Measurement	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17634	NCIT
MTBLS231	Baseline PSA Level	Prostate Specific Antigen Measurement	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17634	NCIT
MTBLS231	Cohort/Study	Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15208	NCIT
MTBLS231	Height	body height	http://www.ebi.ac.uk/efo/EFO_0004339	EFO
MTBLS231	Weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	EFO
MTBLS231	Genetic Status	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	EFO
MTBLS232	Visit	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	EFO
